,mhjd,mag,magerr
,59374.387934114086,20.618016686346838,0.00042318232488403366
,59375.373349961126,20.587797375612233,0.003187467717328054
,59377.3820834409,20.612454226100283,0.0014563042096052176
,59378.388478286564,20.605488268819602,0.001902708018436745
,59381.4005385392,20.600821625405143,0.019069982517816282
,59405.28053162154,20.564983647742615,0.002746146895254945
,59406.40031155106,20.570772824981994,0.0042532103617196155
,59409.320973868715,20.56262628173533,0.0014224795197333284
,59410.29647386947,20.562066807313975,0.006305641184730853
,59411.423825706355,20.549236352580827,0.0012302562705959466
,59412.319092312595,20.572390400229242,0.0058609889231798695
,59414.3128404211,20.55227784275892,0.003333231032324464
,59415.30844216631,20.559563590392024,0.009652413960851399
,59416.33108901384,20.557639996984317,0.006132026262213231
,59417.33682084165,20.547198188994983,0.0013626685378718192
,59421.30517825127,20.59013852194898,0.027657667563535986
,59426.31063841679,20.57332690750821,0.010051666520659345
,59427.25218698289,20.582596904805722,0.006541852094340774
,59428.22730530717,20.58851347051118,0.003908735417140564
,59429.28399240633,20.580616081338718,0.0005812818766505019
,59430.3002929918,20.57900300467751,0.014293530671754644
,59431.263058297336,20.577109987179405,0.014293530671754644
,59436.31439899281,20.60956798072644,0.003133563662093244
,59437.259860664955,20.614890987468165,0.0063799913544081025
,59439.27342586188,20.60580798137645,0.0017201480446923589
,59443.321505897446,20.616043884767294,0.0040161443036258095
,59444.308068968705,20.618707961843178,0.0035701485029974154
,59447.31082481891,20.639522358437354,0.006334370033789725
,59453.28058786655,20.65792785317082,0.0051261322670199845
,59454.278456474654,20.65024203244551,0.004878371551396461
,59455.278227912844,20.655127459933645,0.008794997356315807
,59460.27239471616,20.660176852609812,0.0042485226402273245
,59461.26752859587,20.65674621679912,0.014293530671754644
,59462.26099099952,20.66008144958119,0.0051433876343703056
,59463.33711046431,20.661725307991073,6.705386214379488e-05
,59467.20409708889,20.657484604019768,0.004764510223918214
,59470.2214369794,20.639869294690165,0.002204383161690001
,59471.2035177832,20.6545627314892,0.0032633100861502486
,59472.21711089462,20.654931969415486,0.003476933806341343
,59473.163249525125,20.66393897169677,0.0057557451481037815
,59474.147570663015,20.640150308815002,0.00983719274085057
,59475.16838183743,20.648451449370846,0.010720895924657158
,59481.099945085436,20.62690873032105,0.027889134374687
,59482.10425696289,20.63975909769622,0.004640699865970356
,59483.12345185515,20.646341347914998,0.0026051905732396947
,59484.12483228766,20.646746973351018,0.0075557829785266595
,59485.071507443055,20.620330599628232,0.012668901964898581
,59486.12614143675,20.637773403502706,0.004222782508428124
,59489.20989004464,20.64069795408554,0.007995529777719043
,59490.253196001635,20.620620288655957,0.0031327517669416226
,59492.22486694285,20.633791530024876,0.006338851614644772
,59501.16998751415,20.62727370486085,0.008882883845226838
,59502.18217951816,20.621080237676452,0.013059086992765036
,59503.175313667045,20.629423846358375,0.014248332681534503
,59508.22426404292,20.641733395665312,0.014293530671754644
,59510.136863723514,20.645143285625224,0.011341448817801905
,59511.215956316795,20.67543145451688,0.011818568716178484
,59512.1371838504,20.66314107820815,0.0037171349280802225
,59513.24679631239,20.65750265382777,0.003331792375302466
,59517.16073816281,20.640977387099028,0.0032925564238654005
,59518.11869303556,20.669657162351214,0.004805045297492015
,59519.151932095796,20.64774977470325,0.009083450444282302
,59521.07090595015,20.649125655211805,0.003639420950013291
,59522.03995400749,20.660324542808095,0.006595770349657087
,59527.04127383372,20.652636439017606,0.013576365888270148
,59528.04364051452,20.67944904899664,0.004620545424703139
,59529.08706130902,20.656393239328413,0.00478711191290042
,59530.04635177382,20.690929889934797,0.0038262971642618543
,59531.0482936323,20.69114225182184,0.002595472230625604
,59532.08804627671,20.676748545924845,0.014293530671754644
,59536.056265747175,20.580151561973302,0.014293530671754644
,59537.05383672239,20.640970204384317,0.014293530671754644
,59538.0595812262,20.669968985883052,0.005019491149632767
,59539.04893449927,20.685032784726488,0.014293530671754644
,59540.0675123143,20.64699245575993,0.014293530671754644
,59542.05186874862,20.676100310583408,0.014293530671754644
,59543.14207654307,20.643235477456717,0.014293530671754644
,59544.1806572465,20.663754174421122,0.0019622346069107293
,59545.14170190389,20.63856582402753,0.014293530671754644
,59547.05241015309,20.66689290264817,0.006908668238705986
,59548.06053205137,20.669660419650327,0.001506283771943584
,59549.12608742074,20.6614740323023,0.00214654651159833
,59550.068196769804,20.669261380586743,0.006106944947107369
,59551.12789956061,20.677016623489223,0.014293530671754644
,59552.05218240933,20.657573579736003,0.0029261998466891224
,59553.053960041376,20.667509532470945,0.001473336254680473
,59554.05392270489,20.67556214016103,0.004322402589538951
,59555.05029708962,20.660740608300216,0.011334549934669109
,59556.090131218545,20.67615397536444,0.006154289037151082
,59557.04238377011,20.674258459858077,0.00859588309854288
,59558.07953937864,20.667275495671596,0.00337999838477448
,59563.07581184036,20.67707553147301,0.012368804973042345
,59564.0429839436,20.676228665311157,0.013354825519289074
,59565.04986575688,20.669378545472107,0.009130839906351284
,59566.05260392674,20.647121628639002,0.014293530671754644
,59567.04238233308,20.67112276754538,0.009158306148645582
,59571.05166068161,20.676590563942455,0.014293530671754644
,59573.05694324302,20.64987305808682,0.0010317149132208297
,59574.065183621016,20.667827120605256,0.007347556032388005
,59576.05804091168,20.650106451642113,0.004749999626348066
,59577.04554460803,20.67185184794993,0.004944269316755919
,59578.05025715928,20.672830840085208,0.007324877767615845
,59582.05281227703,20.651375089749873,0.0011696814930442757
,59583.04478541168,20.662944750392708,0.0007238954300296548
,59586.04230710794,20.641865718350445,0.01256581275131783
