,mag,magerr,mhjd
0,19.32340433575292,0.0036238070415166137,59374.39032407408
1,19.311619930396727,0.0037173861273402057,59381.40151909727
2,19.288807438325893,0.004823022321107828,59405.2800376158
3,19.2813478522901,0.006650504988884621,59406.39501736127
4,19.28374213875677,0.0038717436208173697,59409.320095486124
5,19.283990855024115,0.004762094189302957,59410.29550347221
6,19.287051338764655,0.003533767322625181,59412.317931134254
7,19.283855520123026,0.0024443545271566336,59414.311493055546
8,19.279735162863183,0.007242700044888296,59416.32955439808
9,19.282101362770103,0.004823736076625096,59417.3351938657
10,19.280038008908335,0.0045864626908397104,59426.308208912145
11,19.279745162476267,0.003737792001273022,59428.224710648065
12,19.279887848431393,0.006243569733483412,59430.29985243047
13,19.29139151111118,0.004824652978022925,59436.31114004622
14,19.299730385152852,0.0022710110613871847,59439.26759259263
15,19.307411142341856,0.0026970204425893485,59443.31771990738
16,19.31630441710137,0.0027801105480023125,59444.304212962976
17,19.317829808044166,0.004721121737004808,59447.30676215282
18,19.309273793036898,0.0176199443812223,59448.29886574077
19,19.331060661154574,0.00547080312152275,59454.27395543968
20,19.330482210840138,0.002289046800146366,59455.27366898139
21,19.33364502013755,0.004285810545982827,59460.267566550756
22,19.3383401263615,0.0025091693861114097,59462.25606481475
23,19.338696754785325,0.004995842550859209,59464.176145833335
24,19.34721920553791,0.0036785013498857213,59467.19895254623
25,19.34541207789369,0.003502233161981394,59470.2169704861
26,19.35329239068989,0.0050905946588230225,59472.211782407365
27,19.350254100102724,0.006258126401384345,59473.15789062483
28,19.344739348047046,0.004946717134473033,59475.16296296299
29,19.343457511913677,0.006879819548241528,59478.197861689725
30,19.342408610987388,0.00724881582041661,59481.09672453697
31,19.33941036013477,0.0038096722689843435,59482.09868055547
32,19.337561885732164,0.003473655343094606,59483.117858796264
33,19.33575833848939,0.0023584992591139556,59484.11922453705
34,19.335046839124765,0.0021853462891868957,59486.12050925917
35,19.334212992564993,0.002619617722933754,59489.20423321775
36,19.332452996414474,0.00454951315490888,59490.247534722206
37,19.33519164109967,0.004009651680283355,59492.219201388885
38,19.333602319730947,0.003744168284845273,59503.16974537028
39,19.329380277967644,0.0029942026940830146,59517.15558159724
40,19.33092811422499,0.0031401301058863853,59519.14922164357
41,19.336074246024086,0.0030237562461365997,59521.065920138964
42,19.333855768703543,0.004270695434519212,59522.03501446755
43,19.341458913315684,0.004972083005547745,59525.035734953824
44,19.343872117911484,0.003922071410224249,59528.03666377312
45,19.3452264231923,0.004782478005415669,59530.03947337961
46,19.34326874976709,0.004830900916441294,59531.041469907505
47,19.345703559234995,0.014057912400087958,59534.04231770837
48,19.34908449434856,0.0071529056736778784,59537.052149884286
49,19.348493262724553,0.0037003622869761447,59538.05796585651
50,19.349253287323002,0.00606751308140332,59539.04500000004
51,19.348401237941264,0.0034996367461303636,59540.065992476884
52,19.349635467931385,0.003545332190985562,59541.06007523148
53,19.351626999232764,0.003648002124396044,59542.05052951386
54,19.35363913952283,0.0042237589460526696,59544.177120949025
55,19.34699117592019,0.005811025433305872,59545.1405729166
56,19.355847040434718,0.00398321168576814,59547.04910011578
57,19.357894297552043,0.0069136662144558166,59549.122945601935
58,19.355514651121,0.002624867981549528,59550.06513310189
59,19.35164333129051,0.0038926583957902498,59551.1296469908
60,19.356717314131775,0.002519647224997357,59552.04928530089
61,19.35169640942683,0.0027032098557398855,59553.05114872684
62,19.34825679106092,0.0057434798736238695,59554.051197916735
63,19.35343670094848,0.005935875079826758,59555.04765914357
64,19.352500895593007,0.0025557472556471342,59556.08994212956
65,19.354856004097734,0.0046092210790348535,59557.03992187511
66,19.3533866001355,0.004236210517596817,59558.077170138946
67,19.345032632552623,0.017593158848045222,59560.0398755786
68,19.350281777478873,0.004773181220429024,59563.07390046294
69,19.35837957890553,0.005286547419621002,59564.04116319446
70,19.356455020912946,0.004178567002628597,59566.048585069366
71,19.351096030723742,0.006040367713100636,59567.0408449074
72,19.34872858197554,0.005566668195808689,59569.09060185205
73,19.351368801480696,0.003958722700949125,59571.043420138885
74,19.350293287833566,0.008096920102019567,59572.079791666474
75,19.35237385801099,0.005837949829762579,59574.06432581006
76,19.34300027732811,0.005032988881593781,59576.05737847218
77,19.344353092877785,0.003991521711635926,59577.044979745406
78,19.343327125278883,0.004594357136251404,59578.04979166668
79,19.344327440680722,0.0031768572221849926,59582.051964699174
80,19.339377074885693,0.004379669894872507,59583.04481481481
81,19.334473645977667,0.0059450006872651786,59584.05456597218
82,19.340399384664195,0.004533081721795895,59586.042633101926
